id,label
1078,مسائل
1079,توجه
1080,می
1081,کنند.
1082,1
1083,1
1084,دکل
1085,مخابراتی
1086,در
1087,شهرستان
1088,های
1089,کرمان
1090,و
1091,راور
1092,عملیاتی
1093,می
1094,شوند
1095,به
1096,گزارش
1097,ایسنا،
1098,سئوال
1099,دکتر
1100,پورابراهیمی
1101,نماینده
1102,مردم
1103,کرمان
1104,و
1105,راور
1106,در
1107,مجلس
1108,شورای
1109,اسلامی
1110,از
1111,وضعیت
1112,نامناسب
1113,سیستم
1114,ارتباطی
1115,و
1116,تلفن
1117,ثابت
1118,و
1119,همراه
1120,در
1121,حوزه
1122,شهرستان
1123,های
1124,کرمان
1125,و
1126,راور
1127,در
1128,دستور
1129,کار
1130,کمیسیون
1131,صنایع
1132,مجلس
1133,شورای
1134,اسلامی
1135,قرار
1136,گرفت
1137,و
1138,پیرو
1139,این
1140,سئوال،
1141,نشست
1142,مشتر
1143,کی
1144,با
1145,حضور
1146,وزیر
1147,ارتباطات
1148,و
1149,فناوری
1150,اطلاعات،
1151,دکتر
1152,پورابراهیمی
1153,و
1154,مدیران
1155,کل
1156,ارتباطات
1157,فناوری
1158,اطلاعات
1159,و
1160,مدیر
1161,کل
1162,مخابرات
1163,استان
1164,کرمان
1165,معاونان
1166,پارلمانی
1167,و
1168,تخصصی
1169,وزیر
1170,و
1171,با
1172,هدف
1173,بررسی
1174,آخرین
1175,وضعیت
1176,ارتباطات
1177,در
1178,کرمان
1179,و
1180,راور
1181,برگزار
1182,شد.
1183,دکترمحمدرضا
1184,پورابراهیمی
1185,در
1186,این
1187,نشست
1188,ضمن
1189,اعتراض
1190,به
1191,وضعیت
1192,نامناسب
1193,ارتباطات
1194,در
1195,شهرستان
1196,های
1197,کرمان
1198,و
1199,راور
1200,با
1201,توجه
1202,به
1203,شیوع
1204,کرونا
1205,و
1206,عدم
1207,استفاده
1208,دانش
1209,آموزان،
1210,معلمان
1211,و
1212,سیستم
1213,های
1214,آموزشی
1215,از
1216,این
1217,ظرفیت
1218,گفت:
1219,نارسایی
1220,در
1221,ارتباطات
1222,بر
1223,خی
1224,مناطق
1225,و
1226,شهرهای
1227,کرمان
1228,را
1229,با
1230,مشکل
1231,جدی
1232,مواجه
1233,کرده
1234,است.
1235,وی
1236,افزود:
1237,نارسایی
1238,و
1239,ضعف
1240,های
1241,سیستم
1242,ارتباطی
1243,در
1244,شهرستان
1245,های
1246,کرمان
1247,و
1248,راور
1249,با
1250,توجه
1251,به
1252,شرایط
1253,موجود
1254,و
1255,شیوع
1256,ویروس
1257,مهلک
1258,کرونا
1259,چرا
1260,علی
1261,رغم
1262,بر
1263,گزاری
1264,نشست
1265,های
1266,فراوان
1267,مورد
1268,اصلاح
1269,قرار
1270,نمی
1271,گیرد؟
1272,پورابراهیمی
1273,تصریح
1274,کرد:
1275,علی
1276,رغم
1277,توافقات
1278,انجام
1279,شده
1280,طی
1281,سال
1282,های
1283,گذشته
1284,با
1285,وزیر
1286,ارتباطات
1287,و
1288,فناوری
1289,اطلاعات
1290,در
1291,زمینه
1292,وضعیت
1293,نامناسب
1294,سیستم
1295,ارتباطی
1296,در
1297,کرمان
1298,و
1299,راور،
1300,متاسفانه
1301,با
1302,وجود
1303,انجام
1304,اقدامات
1305,و
1306,پیشرفت
1307,ها
1308,در
1309,این
1310,زمینه
1311,اما
1312,توافق
1313,و
1314,تعهدات
1315,مربوط
1316,به
1317,وزارت
1318,ارتباطات
1319,به
1320,صورت
1321,کامل
1322,در
1323,این
1324,دو
1325,شهرستان
1326,اجرایی
1327,نشده
1328,است.
1329,نماینده
1330,مردم
1331,کرمان
1332,و
1333,راور
1334,در
1335,مجلس
1336,با
1337,اشاره
1338,به
1339,اینکه
1340,بخش
1341,عمده
1342,ای
1343,از
1344,تعهدات
1345,در
1346,کرمان
1347,و
1348,راور
1349,عملیاتی
1350,نشده،
1351,بیان
1352,کرد:
1353,مشکلات
1354,ارتباطی
1355,و
1356,مخابراتی
1357,در
1358,شهرک
1359,الله
1360,آباد
1361,کرمان
1362,به
1363,قوت
1364,خود
1365,باقی
1366,است
1367,و
1368,حوزه
1369,تلفن
1370,ثابت
1371,و
1372,آنتن
1373,دهی
1374,تلفن
1375,همراه
1376,در
1377,شهرهای
1378,راین،
1379,راور،
1380,گلباف،
1381,ماهان
1382,و
1383,اختیارآباد
1384,علی
1385,رغم
1386,تعهدات
1387,انجام
1388,شده
1389,با
1390,مشکل
1391,مواجه
1392,است.
1393,وی
1394,بیان
1395,کرد:
1396,حدود
1397,20
1398,تا
1399,25
1400,درصد
1401,مراکز
1402,آموزشی
1403,کرمان
1404,در
1405,مناطق
1406,روستایی
1407,و
1408,حاشیه
1409,شهر
1410,و
1411,بخش
1412,های
1413,مختلف
1414,شهرستان
1415,کرمان
1416,و
1417,راور
1418,قرار
1419,دارند
1420,و
1421,از
1422,ظرفیت
1423,سیستم
1424,ارتباطی
1425,برای
1426,فضای
1427,آموزش
1428,مجازی
1429,محروم
1430,هستند
1431,لذا
1432,در
1433,این
1434,خصوص
1435,گلایه
1436,جدی
1437,ما
1438,از
1439,وزارت
1440,ارتباطات
1441,به
1442,قوت
1443,خود
1444,باقی
1445,است.
1446,پورابراهیمی
1447,گفت:
1448,بر
1449,اساس
1450,توافقات
1451,انجام
1452,شده
1453,مقرر
1454,شد
1455,موضوع
1456,راه
1457,اندازی
1458,1
1459,1
1460,دکل
1461,مخابراتی
1462,در
1463,بازه
1464,زمانی
1465,دو
1466,ماه
1467,آینده
1468,عملیاتی
1469,و
1470,موضوع
1471,تلفن
1472,ثابت
1473,در
1474,شهرستان
1475,راور،
1476,شهرهای
1477,ماهان،
1478,راین
1479,و
1480,اختیارآباد
1481,ظرف
1482,بازه
1483,سه
1484,ماه
1485,اجرایی
1486,شود
1487,و
1488,به
1489,بهره
1490,برداری
1491,برسد.
1492,1
1493,1
1494,نفر
1495,از
1496,طلاب
1497,حوزه‌های
1498,علمیه
1499,آذربایجان
1500,شرقی
1501,به
1502,لباس
1503,روحانیت
1504,ملبس
1505,شدند
1506,حجت
1507,الاسلام
1508,والمسلمین
1509,سید
1510,محمدعلی
1511,آل
1512,هاشم
1513,در
1514,مراسم
1515,عمامه
1516,گذاری
1517,این
1518,طلبه‌ها،
1519,وظایف
1520,آنان
1521,را
1522,سنگین
1523,برشمرد
1524,و
1525,گفت:
1526,روحانیون
1527,باید
1528,با
1529,حفظ
1530,شأن
1531,و
1532,جایگاه
1533,لباسی
1534,که
1535,بر
1536,تن
1537,دارند
1538,نسبت
1539,به
1540,شبهات
1541,موجود
1542,در
1543,جامعه
1544,و
1545,فضای
1546,مجازی
1547,پاسخی
1548,متقن
1549,داشته
1550,باشند.
1551,وی،
1552,فقها
1553,و
1554,روحانیت
1555,را
1556,متصدی
1557,تربیت،
1558,هدایت
1559,و
1560,ارشاد
1561,مردم
1562,دانست
1563,و
1564,افزود:
1565,بدون
1566,مطالعه
1567,و
1568,معلومات،تنها
1569,ملبس‌بودن
1570,به
1571,لباس
1572,روحانیت،
1573,کافی
1574,نیست،
1575,بلکه
1576,روحانی
1577,و
1578,مبلغ
1579,باید
1580,دین‌شناس
1581,بوده،
1582,احکام
1583,الهی
1584,و
1585,معارف
1586,دین
1587,را
1588,بداند
1589,و
1590,پاسخ‌گوی
1591,شبهات
1592,باشد.
1593,وی
1594,با
1595,بیان
1596,این‌که
1597,بعد
1598,از
1599,شیوع
1600,کرونا
1601,شبهات
1602,علیه
1603,نظام،
1604,روحانیت
1605,و
1606,اسلام
1607,با
1608,اشکال
1609,دیگری
1610,در
1611,فضای
1612,مجازی
1613,افزایش
1614,یافته
1615,است،
1616,گفت:
1617,روحانیت
1618,پرچمدار
1619,نظام
1620,اسلامی
1621,بوده
1622,و
1623,انقلاب
1624,ملت
1625,ایران
1626,با
1627,همین
1628,پرچمداری
1629,به
1630,نتیجه
1631,رسیده
1632,است،
1633,از
1634,این
1635,رو
1636,دانش
1637,آموختگان
1638,مدارس
1639,دینی
1640,باید
1641,در این
1642,مسیر
1643,با
1644,صلابت
1645,قدم
1646,بردارند.
1647,امام
1648,جمعه
1649,تبریز
1650,با
1651,تاکید
1652,بر
1653,ضرورت
1654,خودسازی
1655,روحانیت
1656,گفت:
1657,تا
1658,زمانی
1659,که
1660,مبلغ
1661,دین
1662,خود
1663,را
1664,اصلاح
1665,نکند
1666,نمی‌تواند
1667,در
1668,راستای
1669,اصلاح
1670,جامعه
1671,حر
1672,کت
1673,موثر
1674,داشته
1675,باشد.
1676,وی
1677,با
1678,بیان
1679,این‌که
1680,خداوند
1681,متعال
1682,ناظر
1683,و
1684,مردم
1685,ارزیاب
1686,رفتارهای
1687,روحانیت
1688,هستند،
1689,گفت:
1690,رفتارها،
1691,سخنان
1692,و
1693,کردار
1694,روحانیت
1695,باید
1696,دل‌های
1697,مومنان
1698,را
1699,متوجه
1700,خداوند
1701,و
1702,ائمه
1703,معصومین
1704,کند،
1705,در
1706,غیر
1707,این
1708,صورت
1709,مبلغ
1710,دین
1711,در
1712,رسالت
1713,خود
1714,موفق
1715,عمل
1716,نکرده
1717,است.
1718,رئیس
1719,حوزه‌های
1720,علمیه
1721,استان
1722,هم
1723,در
1724,این
1725,مراسم
1726,با
1727,بیان
1728,این‌که
1729,این
1730,مراسم
1731,همه
1732,ساله
1733,همزمان
1734,با
1735,میلاد
1736,آخرین
1737,منجی
1738,عالم
1739,بشریت
1740,حضرت
1741,بقیه
1742,الله
1743,اعظم
1744,با
1745,حضور
1746,1
1747,طلبه
1748,انجام
1749,میگرفت،
1750,گفت:
1751,امسال
1752,به
1753,دلیل
1754,شیوع
1755,ویروس
1756,و
1757,تاکید
1758,بر
1759,نبود
1760,اجتماعات
1761,بزر
1762,گ
1763,این
1764,مراسم
1765,هم
1766,بر
1767,گزار
1768,نشد.
1769,حجت
1770,الاسلام
1771,احمد
1772,مطهری
1773,اصل
1774,افزود:
1775,در
1776,مناسبت‌های
1777,مختلف
1778,ملی
1779,و
1780,مذهبی
1781,طلاب
1782,واجد
1783,شرایط
1784,از
1785,همه
1786,مدارس
1787,علوم
1788,دینی
1789,استان
1790,به
1791,لباس
1792,مقدس
1793,روحانیت
1794,ملبس
1795,خواهند
1796,شد.
1797,به
1798,گزارش
1799,روابط
1800,عمومی
1801,دفتر
1802,نماینده
1803,ولی
1804,فقیه
1805,در
1806,آذربایجان
1807,شرقی،
1808,پنج
1809,نفر
1810,از
1811,طلاب
1812,مدرسه
1813,ولیعصر
1814,(عج)،
1815,یک
1816,نفر
1817,از
1818,مدرسه
1819,طالبیه
1820,و
1821,پنج
1822,نفر
1823,از
1824,مدرسه
1825,سفیران
1826,هدایت
1827,امروز
1828,به
1829,لباس
1830,روحانیت
1831,ملبس
1832,شدند.
1833,1
1834,1
1835,میلیارد
1836,تومان
1837,معوقات
1838,بانک‌ها
1839,را
1840,وصول
1841,کردیم/
1842,کاداستر
1843,سرعت
1844,می‌
1845,گیرد
1846,علی
1847,هادی
1848,چگنی
1849,در
1850,مراسم
1851,تودیع
1852,و
1853,معارفه
1854,مدیر
1855,کل
1856,ثبت
1857,اسناد
1858,و
1859,املاک
1860,استان
1861,کرمانشاه
1862,که
1863,امروز
1864,(
1865,20
1866,اردیبهشت)
1867,بر
1868,گزار
1869,شد،
1870,با
1871,بیان
1872,اینکه
1873,سازمان
1874,ثبت
1875,اسناد
1876,و
1877,املاک
1878,یک
1879,سازمان
1880,بزر
1881,گ
1882,خدمات
1883,رسان
1884,در
1885,کشور
1886,است،
1887,اظهار
1888,کرد:
1889,در
1890,این
1891,سازمان
1892,علاوه
1893,بر
1894,صدور
1895,و
1896,انتقال
1897,اسناد،
1898,خدمات
1899,مهم
1900,دیگری
1901,همچون
1902,ثبت
1903,شرکت‌ها
1904,را
1905,انجام
1906,می‌دهیم.
1907,وی
1908,به
1909,اهمیت
1910,ثبت
1911,شر
1912,کت‌ها
1913,اشاره
1914,کرد
1915,و
1916,گفت:
1917,یک
1918,شر
1919,کت
1920,زمانی
1921,می‌تواند
1922,وجاهت
1923,قانونی
1924,پیدا
1925,کند
1926,که
1927,در
1928,ثبت
1929,اسناد
1930,به
1931,ثبت
1932,رسیده
1933,باشد
1934,و
1935,پس
1936,از
1937,آن
1938,وارد
1939,فضای
1940,کسب
1941,و
1942,کار
1943,می‌شود،
1944,بنابراین
1945,باتوجه
1946,به
1947,اهمیتی
1948,که
1949,شر
1950,کت‌ها
1951,در
1952,ارتقا
1953,رتبه
1954,فضای
1955,کسب
1956,و
1957,کار
1958,کشور
1959,در
1960,دنیا
1961,دارند،
1962,تلاش
1963,می‌کنیم
1964,تا
1965,در
1966,اسرع
1967,وقت
1968,اقدامات
1969,مربوط
1970,به
1971,ثبت
1972,آنها
1973,را
1974,انجام
1975,دهیم.
1976,معاون
1977,ثبت
1978,اسناد
1979,کشور
1980,در
1981,ادامه
1982,بابیان
1983,اینکه
1984,این
1985,سازمان
1986,پایگاه
1987,ثبت
1988,اطلاعات
1989,اشخاص
1990,حقوقی
1991,در
1992,کشور
1993,است،
1994,عنوان
1995,کرد:
1996,تاکنون
1997,در
1998,سازمان
1999,ثبت
2000,اسناد
2001,کشور
2002,دو
2003,میلیون
2004,و
2005,50
2006,هزار
2007,شناسنامه
2008,اشخاص
2009,حقوقی
2010,صادر
2011,و
2012,به
2013,ثبت
2014,رسیده
2015,است.
2016,وی
2017,همچنین
2018,به
2019,عملکرد
2020,سازمان
2021,ثبت
2022,اسناد
2023,کشور
2024,در
2025,اجراییات
2026,ثبت
2027,اشاره
2028,کرد
2029,و
2030,گفت:
2031,طبق
2032,قانون
2033,برنامه
2034,ششم
2035,توسعه
2036,وظیفه
2037,اجرای
2038,تمام
2039,اسناد
2040,رسمی
2041,لازم
2042,الاجرا
2043,از
2044,قبیل
2045,چک،
2046,مهریه
2047,و
2048,اسناد
2049,رهنی
2050,در
2051,سازمان
2052,ثبت
2053,اسناد
2054,انجام
2055,می‌
2056,گیرد
2057,که
2058,برای
2059,نمونه
2060,در
2061,سال
2062,1398
2063,مبلغ
2064,یازده
2065,هزار
2066,میلیارد
2067,تومان
2068,از
2069,معوقات
2070,بانک
2071,ها
2072,را
2073,توانستیم
2074,وصول
2075,کنیم.
2076,هادی
2077,چگنی
2078,اضافه
2079,کرد:
2080,وصول
2081,این
2082,رقم
2083,از
2084,مطالبات
2085,بانک
2086,ها
2087,نشان
2088,داد
2089,که
2090,سازمان
2091,ثبت
2092,اسناد
2093,می‌تواند
2094,به
2095,اقتصاد
2096,کشور
2097,کمک
2098,کند.
2099,وی
2100,در
2101,ادامه
2102,به
2103,بر
2104,خی
2105,اقدامات
2106,مر
2107,کز
2108,مالکیت
2109,معنوی
2110,این
2111,سازمان
2112,هم
2113,اشاره‌ای
2114,کرد
2115,و
2116,گفت:
2117,در
2118,این
2119,مر
2120,کز
