word,x1,y1,x2,y2
دولتی,684,620,741,650
خصوصی,597,622,679,650
بخش,540,622,593,649
تعاون,483,620,536,649
مورد,434,626,478,649
حمایت,362,620,430,647
جدی,306,626,357,648
دولت,250,620,301,649
قرار,209,620,246,649
گرفته,151,620,205,649
و,132,630,147,649
در,103,626,129,649
سال,59,620,100,649
های,903,681,945,708
اخیر,855,680,899,710
تلاش,799,681,851,710
بر,774,690,795,710
این,738,680,771,710
بوده,693,687,733,710
تا,672,681,688,703
مجموعه,592,687,667,710
های,546,681,588,708
تعاونی,482,681,541,710
در,453,687,477,710
نقاط,405,681,449,703
مختلف,333,681,400,703
استان,274,680,329,710
و,257,690,270,710
در,227,687,252,710
رسته,175,686,224,710
های,129,681,171,708
مختلف,58,681,124,703
فعالیت,880,741,945,768
خود,834,743,875,770
را,812,741,829,770
آغاز,768,739,807,770
کنند.,713,741,765,763
وی,676,749,708,770
به,650,747,671,768
بهره,605,749,645,770
برداری,536,741,600,770
فاز,502,741,531,770
اول,464,741,498,770
شر,429,744,459,770
کت,397,742,434,764
تعاونی,332,741,391,771
پوشاک,260,741,326,771
عرفان,200,742,255,770
ارشق,144,741,195,770
در,113,747,139,770
ناحیه,58,741,110,768
صنعتی,877,807,945,831
رضی,826,805,873,831
اشاره,773,802,822,831
کرد,732,802,770,831
و,714,811,728,831
افزود:,658,802,710,831
این,622,802,655,831
مجموعه,541,808,617,831
در,512,808,537,831
بخش,456,804,508,831
صنعتی,385,807,452,831
و,367,811,381,831
در,338,808,364,831
رسته,286,807,335,831
تولید,233,802,281,831
پوشاک,162,802,229,831
فعالیت,94,802,158,829
می,58,811,90,831
کنند,898,863,945,885
و,880,872,894,891
از,859,862,877,891
محل,810,863,857,891
اشتغال,741,862,807,891
روستایی,660,863,738,892
و,642,872,656,891
عشایری,566,863,640,891
بیش,516,866,562,891
از,495,863,513,891
40,460,863,487,885
