id,label
420,روستایی
421,و
422,عشایری
423,بیش
424,از
425,40
426,هزار
427,میلیارد
428,ریال
429,تسهیلات
430,به
431,این
432,مجموعه
433,پرداخت
434,شده
435,است.
436,رحیمی
437,بیان
438,کرد:
439,کل
440,سرمایه
441,گذاری
442,انجام
443,شده
444,در
445,این
446,مجموعه
447,تعاونی
448,که
449,به
450,صورت
451,نمادین
452,افتتاح
453,می
454,شود،
455,140
456,هزار
457,میلیارد
458,ریال
459,است
460,که
461,فرصت
462,اشتغال
463,150
464,نفر
465,در
466,فاز
467,اول
468,و
469,در
470,ناحیه
471,صنعتی
472,شهید
473,همرنگ
474,رضی
475,در
476,قالب
477,این
478,مجموعه
479,تعاونی
480,فراهم
481,آمده
482,است.
483,1
484,پروژه
485,پژوهشی
486,تقاضا
487,محور
488,داریم/
489,این
490,میزان
491,کافی
492,نیست
493,دکتر
494,فرزاد
495,ویسی
496,در
497,نشستی
498,خبری
499,که
500,امروز
501,(19
502,آذر)
503,در
504,آستانه
505,هفته
506,پژوهش
507,بر
508,گزار
509,شد،
510,پژوهش
511,و
512,فناوری
513,را
514,اساس
515,توسعه
516,و
517,معیاری
518,برای
519,توسعه
520,یافتگی
521,هر
522,کشور
523,دانست
524,و
525,اظهار
526,کرد:
527,امروزه
528,بر
529,خلاف
530,گذشته
531,میزان
532,اقتدار
533,هر
534,کشور
535,بستگی
536,به
537,میزان
538,تولیدات
539,علمی
540,و
541,پژوهشی
542,است
543,که
544,در
545,آن
546,کشور
547,انجام
548,می
549,گیرد.
550,وی
551,با
552,اشاره
553,به
554,نامگذاری
555,هفته
556,پژوهش
557,امسال
558,به
559,عنوان
560,پژوهش
561,و
562,فناوری
563,در
564,خدمت
565,جهش
566,تولید،
567,گفت:
568,قطعا
569,جهش
570,تولید
571,بدون
572,انجام
573,پژوهش
574,و
575,فناوری
576,امکانپذیر
577,نیست
578,و
579,این
580,بستر
581,در
582,کشور
583,و
584,استان
585,ما
586,با تو
587,جه
588,به
589,حجم
590,قابل
591,توجه
592,تولیدات
593,علمی
594,و
595,پژوهشی
596,کاملا
597,فراهم
598,است.
599,معاون
600,پژوهشی
601,دانشگاه
602,رازی
603,اعلام
604,کرد:
605,براساس
606,معیارهای
607,جهانی
608,رتبه
609,بندی،
610,ایران
611,از نظر پژوهش
612,و
613,تولید
614,علمی
615,در رتبه
616,های
617,14
618,تا
619,16
620,جهانی
621,قرار
622,دارد
623,که
624,جایگاهی
625,افتخار آمیز
626,است،
627,اما
628,متاسفانه
629,از
630,سوی
631,دیگر
632,می
633,بینیم
634,که
635,علیرغم
636,آمار
637,بالای
638,پژوهش
639,و
640,تولید
641,علمی
642,در
643,بر
644,خی
645,دیگر
646,از
647,شاخص
648,ها
649,همچون
650,توسعه
651,اقتصادی،
652,فضای
653,کسب
654,و
655,کار
656,و
657,اشتغال
658,و...
659,جایگاه
660,خوبی
661,نداریم.
662,وی
663,اضافه
664,کرد:
665,به
666,نظر
667,می
668,رسد
669,با
670,وجود
671,این
672,توانایی
673,های
674,علمی
675,و
676,پژوهشی
677,به
678,اندازه
679,کافی
680,آنها
681,را
682,در
683,حل
684,مشکلات
685,و
686,توسعه
687,اقتصاد
688,کشور
689,و
690,به
691,تبع
692,استان
693,خود
694,بکار
695,نگرفته
696,ایم.
697,ویسی
698,اعلام
699,کرد:
700,البته
701,در
702,گذشته
703,بخشی
704,از
705,پژوهش
706,هایی
707,که
708,در
709,دانشگاه
710,ها
711,شکل
712,می
713,گرفت
714,کاربردی،
715,هدفمند
716,و
717,تقاضا
718,محور نبود
719,که
720,به
721,تدریج
722,چنین
723,ادبیاتی
724,در دانشگاه
725,ها
726,رایج
727,شد
728,تا
729,پژوهش
730,ها
731,رافع
732,مشکلات
733,استان
734,شوند.
735,وی
736,اعلام
737,کرد:
738,هر
739,چند
740,آموزش
741,عالی
742,درحال
743,سوق
744,یافتن
745,به
746,سمتی
747,است
748,که
749,پژوهش
750,هایش
751,را
752,در
753,جهت
754,رفع
755,مشکلات
756,استان
757,حر
758,کت
759,دهد،
760,اما
761,از سوی
762,دیگر دستگاه
763,های
764,اجرایی
765,هم
766,باید
767,تقاضاهای
768,خود
769,را
770,به
771,دانشگاه
772,ها
773,اعلام
774,کنند.
775,یعنی
776,همانطوری
777,که
778,دانشگاه
779,آماده
780,عرضه
781,است،
782,تقاضا
783,هم
784,باید
785,برای
786,این
787,عرضه
788,وجود
789,داشته
790,باشد
791,تا
792,نتایج
793,مثمرثمری
794,را
795,از
796,آن
797,ببینیم.
798,معاون
799,پژوهش
800,و
801,فناوری
802,دانشگاه
803,رازی
804,به
805,وضعیت
806,این
807,دانشگاه
808,هم
809,در
810,عرصه
811,پژوهش
812,و
813,تولیدات
814,علمی
815,اشاره
816,کرد
817,و
818,گفت:
819,در
820,حال
821,حاضر
822,دانشگاه
823,رازی
824,بین
825,دانشگاه
826,های
827,جامع
828,کشور
829,در
830,رتبه
831,دهم
832,و
833,یازدهم
834,قرار
835,دارد
836,که
837,حاکی
838,از
839,عملکرد
840,خوب
841,این
842,دانشگاه
843,درحوزه
844,پژوهش
845,است،
846,اما
847,از دیگر
848,سو
849,می
850,بینیم
851,که
852,استان
853,ما
854,در
855,شاخص
856,هایی
857,مانند
858,توسعه،
859,اشتغال
860,و
861,...
862,وضعیت
863,خوبی
864,ندارد
865,که
866,نشان
867,می
868,دهد
869,دستگاه
870,های
871,اجرایی
872,هنوز
873,به
874,این
875,اعتقاد
876,و
877,باور
878,نرسیده
879,اند
880,که
881,برای
882,رفع
883,مشکلات
884,باید
885,مدیریت
886,علمی
887,داشته
888,باشند
889,و
890,از
891,دانشگاه
892,ها
893,کمک
894,بخواهند.
895,وی
896,یادآور
897,شد:
898,با
899,وجود
900,اینکه
901,درحال
902,حاضر
903,دانشگاه
904,رازی
905,حدود
906,1
907,قرارداد
908,پژوهشی
909,با
910,دستگاه
911,های
912,اجرایی
913,مختلف
914,دارد،
915,اما
916,معتقدیم
917,این
918,آمار
919,ضعیف
920,است
921,و
922,باید
923,افزایش
924,پیدا
925,کند.
926,ویسی
927,کمبود
928,اعتبارات
929,پژوهشی
930,را
931,از
932,علل
933,مهم
934,کم
935,تو
936,جهی
937,به
938,پژوهش
939,ها
940,و
941,تولیدات
942,علمی
943,دانست
944,و
945,افزود:
946,در
947,کشورهای
948,پیشرفته
949,حدود
950,دو
951,تا
952,چهار
953,درصد
954,از
955,درآمد
956,ناخالص
957,کشور
958,را
959,به
960,پژوهش
961,اختصاص
962,می
963,دهند،
964,این
965,درحالی
966,است
967,که
968,این
969,رقم
970,در
971,کشور
972,ما
973,حدود
974,نیم
975,درصد
976,است
977,و این
978,نیم
979,درصد
980,هم
981,بیشتر بصورت
982,ملی
983,صرف
984,می
985,شود
986,و
987,سهم
988,دانشگاه
989,های
990,شهرستانی
991,از
992,آن
993,بسیار
994,محدود
995,است.
996,معاون
997,پژوهش
998,و
999,فناوری
1000,دانشگاه
1001,رازی
1002,کرمانشاه
1003,در ادامه
1004,با
1005,بیان
1006,اینکه
1007,طی
1008,پنج
1009,سال
1010,گذشته
1011,پنج
1012,هزار پایانه
1013,در این
1014,دانشگاه
1015,تولید
1016,شده،
1017,اعلام
1018,کرد:
1019,تنها
1020,1
1021,درصد
1022,از این
1023,پایان
1024,نامه
1025,ها
1026,به
1027,مسائل
1028,مربوط
1029,به
1030,استان
1031,پرداخته
1032,که
1033,البته
1034,تا
1035,حدودی
1036,طبیعی
1037,است،
1038,چرا
1039,که
1040,دانشگاه
1041,ها
1042,کار
1043,کردی
1044,ملی
1045,و
1046,حتی
1047,فراملی
1048,هم
1049,دارند
1050,و
1051,به
1052,همه
1053,مسائل
1054,تو
1055,جه
1056,می
1057,کنند.
1058,1
1059,1
1060,دکل
1061,مخابراتی
1062,در
1063,شهرستان
1064,های
1065,کرمان
1066,و
1067,راور
1068,عملیاتی
1069,می
1070,شوند
1071,به
1072,گزارش
1073,ایسنا،
1074,سئوال
1075,دکتر
1076,پورابراهیمی
1077,نماینده
1078,مردم
1079,کرمان
1080,و
1081,راور
1082,در
1083,مجلس
1084,شورای
1085,اسلامی
1086,از
1087,وضعیت
1088,نامناسب
1089,سیستم
1090,ارتباطی
1091,و
1092,تلفن
1093,ثابت
1094,و
1095,همراه
1096,در
1097,حوزه
1098,شهرستان
1099,های
1100,کرمان
1101,و
1102,راور
1103,در
1104,دستور
1105,کار
1106,کمیسیون
1107,صنایع
1108,مجلس
1109,شورای
1110,اسلامی
1111,قرار
1112,گرفت
1113,و
1114,پیرو
1115,این
1116,سئوال،
1117,نشست
1118,مشتر
1119,کی
1120,با
1121,حضور
1122,وزیر
1123,ارتباطات
1124,و فناوری
1125,اطلاعات،
1126,دکتر
1127,پورابراهیمی
1128,و
1129,مدیران
1130,کل
1131,ارتباطات
1132,فناوری
1133,اطلاعات
1134,و مدیر
1135,کل
1136,مخابرات
1137,استان
1138,کرمان
1139,معاونان
1140,پارلمانی
1141,و
1142,تخصصی
1143,وزیر و با
1144,هدف
1145,بررسی
1146,آخرین
1147,وضعیت
1148,ارتباطات
1149,در
1150,کرمان
1151,و راور بر
1152,گزار شد.
1153,دکترمحمدرضا
1154,پورابراهیمی
1155,در این
1156,نشست
1157,ضمن
1158,اعتراض
1159,به
1160,وضعیت
1161,نامناسب
1162,ارتباطات
1163,در
1164,شهرستان
1165,های
1166,کرمان
1167,و
1168,راور
1169,با
1170,تو
1171,جه
1172,به
1173,شیوع
1174,کرونا
1175,و
1176,عدم
1177,استفاده
1178,دانش
1179,آموزان،
1180,معلمان
1181,و
1182,سیستم
1183,های
1184,آموزشی
1185,از
1186,این
1187,ظرفیت
1188,گفت:
1189,نارسایی
1190,در
1191,ارتباطات
1192,بر
1193,خی
1194,مناطق
1195,و
1196,شهرهای
1197,کرمان
1198,را
1199,با
1200,مشکل
1201,جدی
1202,مواجه
1203,کرده
1204,است.
1205,وی
1206,افزود:
1207,نارسایی
1208,و
1209,ضعف
1210,های
1211,سیستم
1212,ارتباطی
1213,در
1214,شهرستان
1215,های
1216,کرمان
1217,و
1218,راور
1219,با
1220,تو
1221,جه
1222,به
1223,شرایط
1224,مو
1225,جود
1226,و
1227,شیوع
1228,ویروس
1229,مهلک
1230,کرونا
1231,چرا
1232,علی
1233,رغم
1234,بر
1235,گزاری
1236,نشست
1237,های
1238,فراوان
1239,مورد
1240,اصلاح
1241,قرار
1242,نمی
1243,گیرد؟
1244,پورابراهیمی
1245,تصریح
1246,کرد:
1247,علی
1248,رغم
1249,توافقات
1250,انجام
1251,شده
1252,طی
1253,سال
1254,های
1255,گذشته
1256,با
1257,وزیر
1258,ارتباطات
1259,و
1260,فناوری
1261,اطلاعات
1262,در
1263,زمینه
1264,وضعیت
1265,نامناسب
1266,سیستم
1267,ارتباطی
1268,در
1269,کرمان
1270,و
1271,راور،
1272,متاسفانه
1273,با
1274,وجود
1275,انجام
1276,اقدامات
1277,و
1278,پیشرفت
1279,ها
1280,در
1281,این
1282,زمینه
1283,اما
1284,توافق
1285,و
1286,تعهدات
1287,مربوط
1288,به
1289,وزارت
1290,ارتباطات
1291,به
1292,صورت
1293,کامل
1294,در
1295,این
1296,دو
1297,شهرستان
1298,اجرایی
1299,نشده
1300,است.
1301,نماینده
1302,مردم
1303,کرمان
1304,و
1305,راور
1306,در
1307,مجلس
1308,با
1309,اشاره
1310,به
1311,اینکه
1312,بخش
1313,عمده
1314,ای
1315,از
1316,تعهدات
1317,در
1318,کرمان
1319,و
1320,راور
1321,عملیاتی
1322,نشده،
1323,بیان
1324,کرد:
1325,مشکلات
1326,ارتباطی
1327,و
1328,مخابراتی
1329,در
1330,شهر
1331,ک
1332,الله
1333,آباد
1334,کرمان
1335,به
1336,قوت
1337,خود
1338,باقی
1339,است
1340,و
1341,حوزه
1342,تلفن
1343,ثابت
1344,و
1345,آنتن
1346,دهی
1347,تلفن
1348,همراه
1349,در
1350,شهرهای
1351,راین،
1352,راور،
1353,گلباف،
1354,ماهان
1355,و
1356,اختیارآباد
1357,علی
1358,رغم
1359,تعهدات
1360,انجام
1361,شده
1362,با
1363,مشکل
1364,مواجه
1365,است.
1366,وی
1367,بیان
1368,کرد:
1369,حدود
1370,20
1371,تا
1372,25
1373,درصد
1374,مراکز
1375,آموزشی
1376,کرمان
1377,در
1378,مناطق
1379,روستایی
1380,و
1381,حاشیه
1382,شهر
1383,و
1384,بخش
1385,های
1386,مختلف
1387,شهرستان
1388,کرمان
1389,و
1390,راور
1391,قرار
1392,دارند
1393,و
1394,از
1395,ظرفیت
1396,سیستم
1397,ارتباطی
1398,برای
1399,فضای
1400,آموزش
1401,مجازی
1402,محروم
1403,هستند
1404,لذا
1405,در
1406,این
1407,خصوص
1408,گلایه
1409,جدی
1410,ما
1411,از
1412,وزارت
1413,ارتباطات
1414,به
1415,قوت
1416,خود
1417,باقی
1418,است.
1419,پورابراهیمی
1420,گفت:
1421,بر
1422,اساس
1423,توافقات
1424,انجام
1425,شده
1426,مقرر
1427,شد
1428,موضوع
1429,راه
1430,اندازی
1431,1
1432,1
1433,دکل
1434,مخابراتی
1435,در
1436,بازه
1437,زمانی
1438,دو
1439,ماه
1440,آینده
1441,عملیاتی
1442,و
1443,موضوع
1444,تلفن
1445,ثابت
1446,در
1447,شهرستان
1448,راور،
1449,شهرهای
1450,ماهان،
1451,راین
1452,و اختیارآباد
1453,ظرف
1454,بازه
1455,سه
1456,ماه
1457,اجرایی
1458,شود
1459,و
1460,به
1461,بهره
1462,برداری
1463,برسد.
1464,1
1465,1
1466,نفر
1467,از
1468,طلاب
1469,حوزه‌های
1470,علمیه
1471,آذربایجان
1472,شرقی
1473,به
1474,لباس
1475,روحانیت
1476,ملبس
1477,شدند
1478,حجت
1479,الاسلام
1480,والمسلمین
1481,سید
1482,محمدعلی
1483,آل
1484,هاشم
1485,در
1486,مراسم
1487,عمامه
1488,گذاری
1489,این
1490,طلبه‌ها،
1491,وظایف
1492,آنان
1493,را
1494,سنگین
1495,برشمرد
1496,و
1497,گفت:
1498,روحانیون
1499,باید
1500,با
1501,حفظ
1502,شأن
1503,و
1504,جایگاه
1505,لباسی
1506,که
1507,بر
1508,تن
1509,دارند
1510,نسبت
1511,به
1512,شبهات
1513,مو
1514,جود
1515,در
1516,جامعه
1517,و
1518,فضای
1519,مجازی
1520,پاسخی
1521,متقن
1522,داشته
1523,باشند.
1524,وی،
1525,فقها
1526,و
1527,روحانیت
1528,را
1529,متصدی
1530,تربیت،
1531,هدایت
1532,و
1533,ارشاد
1534,مردم
1535,دانست
1536,و
1537,افزود:
1538,بدون
1539,مطالعه
1540,و
1541,معلومات،تنها
1542,ملبس‌بودن
1543,به
1544,لباس
1545,روحانیت،
1546,کافی
1547,نیست،
1548,بلکه
1549,روحانی
1550,و
1551,مبلغ
1552,باید
1553,دین‌شناس
1554,بوده،
1555,احکام
1556,الهی
1557,و
1558,معارف
1559,دین
1560,را
1561,بداند
1562,و
1563,پاسخ‌
1564,گوی
1565,شبهات
1566,باشد.
1567,وی
1568,با
1569,بیان
1570,این‌
1571,که
1572,بعد
1573,از
1574,شیوع
1575,کرونا
1576,شبهات
1577,علیه
1578,نظام،
1579,روحانیت
1580,و
1581,اسلام
1582,با
1583,اشکال
1584,دیگری
1585,در
1586,فضای
1587,مجازی
1588,افزایش
1589,یافته
1590,است،
1591,گفت:
1592,روحانیت
1593,پر
1594,چمدار
1595,نظام
1596,اسلامی
1597,بوده
1598,و
1599,انقلاب
1600,ملت
1601,ایران
1602,با
1603,همین
1604,پر
1605,چمداری
1606,به
1607,نتیجه
1608,رسیده
1609,است،
1610,از
1611,این
1612,رو
1613,دانش
1614,آمو
1615,ختگان
1616,مدارس
1617,دینی
1618,باید
1619,در
1620,این
1621,مسیر
1622,با
1623,صلابت
1624,قدم
1625,بردارند.
1626,امام
1627,جمعه
1628,تبریز
1629,با
1630,تاکید
1631,بر
1632,ضرورت
1633,خودسازی
1634,روحانیت
1635,گفت:
1636,تا
1637,زمانی
1638,که
1639,مبلغ
1640,دین
1641,خود
1642,را
1643,اصلاح
1644,نکند
1645,نمی‌تواند
1646,در
1647,راستای
1648,اصلاح
1649,جامعه
1650,حر
1651,کت
1652,موثر
1653,داشته
1654,باشد.
1655,وی
1656,با
1657,بیان
1658,این‌
1659,که
1660,خداوند
1661,متعال
1662,ناظر
1663,و
1664,مردم
1665,ارزیاب
1666,رفتارهای
1667,روحانیت
1668,هستند،
1669,گفت:
1670,رفتارها،
1671,سخنان
1672,و
1673,کردار
1674,روحانیت
1675,باید
1676,دل‌های
1677,مومنان
1678,را
1679,متو
1680,جه
1681,خداوند
1682,و
1683,ائمه
1684,معصومین
1685,کند،
1686,در
1687,غیر
1688,این
1689,صورت
1690,مبلغ
1691,دین
1692,در
1693,رسالت
1694,خود
1695,موفق
1696,عمل
1697,نکرده
1698,است.
1699,رئیس
1700,حوزه‌های
1701,علمیه
1702,استان
1703,هم
1704,در
1705,این
1706,مراسم
1707,با
1708,بیان
1709,این‌
1710,که
1711,این
1712,مراسم
1713,همه
1714,ساله
1715,همزمان
1716,با
1717,میلاد
1718,آخرین
1719,منجی
1720,عالم
1721,بشریت
1722,حضرت
1723,بقیه
1724,الله
1725,اعظم
1726,با
1727,حضور
1728,1
1729,طلبه
1730,انجام
1731,میگرفت،
1732,گفت:
1733,امسال
1734,به
1735,دلیل
1736,شیوع
1737,ویروس
1738,و
1739,تاکید
1740,بر
1741,نبود
1742,اجتماعات
1743,بزر
1744,گ
1745,این
1746,مراسم
1747,هم
1748,بر
1749,گزار
1750,نشد.
1751,حجت
1752,الاسلام
1753,احمد
1754,مطهری
1755,اصل
1756,افزود:
1757,در
1758,مناسبت‌های
1759,مختلف
1760,ملی
1761,و
1762,مذهبی
1763,طلاب
1764,واجد
1765,شرایط
1766,از
1767,همه
1768,مدارس
1769,علوم
1770,دینی
1771,استان
1772,به
1773,لباس
1774,مقدس
1775,روحانیت
1776,ملبس
1777,خواهند
1778,شد.
1779,به
1780,گزارش
1781,روابط
1782,عمومی
1783,دفتر
1784,نماینده
1785,ولی
1786,فقیه
1787,در
1788,آذربایجان
1789,شرقی،
1790,پنج
1791,نفر
1792,از
1793,طلاب
1794,مدرسه
1795,ولیعصر
1796,(عج)،
1797,یک
1798,نفر
1799,از
1800,مدرسه
1801,طالبیه
1802,و پنج
1803,نفر
1804,از
1805,مدرسه
1806,سفیران
1807,هدایت
1808,امروز
1809,به
1810,لباس
1811,روحانیت
1812,ملبس
1813,شدند.
1814,1
1815,1
1816,میلیارد
1817,تومان
1818,معوقات
1819,بانک‌ها
1820,را
1821,وصول
1822,کردیم/
1823,کاداستر
1824,سر
1825,عت
1826,می‌
1827,گیرد
1828,علی
1829,هادی
1830,چگنی
1831,در
1832,مراسم
1833,تودیع
1834,و
1835,معارفه
1836,مدیر
1837,کل
1838,ثبت
1839,اسناد
1840,و
1841,املاک
1842,استان
1843,کرمانشاه
1844,که
1845,امروز
1846,(
1847,20
1848,اردیبهشت)
1849,بر
1850,گزار
1851,شد،
1852,با
1853,بیان
1854,اینکه
1855,سازمان
1856,ثبت
1857,اسناد
1858,و
1859,املاک
1860,یک
1861,سازمان
1862,بزر
1863,گ
1864,خدمات
1865,رسان
1866,در
1867,کشور
1868,است،
1869,اظهار
1870,کرد:
1871,در
1872,این
1873,سازمان
1874,علاوه
1875,بر
1876,صدور
1877,و
1878,انتقال
1879,اسناد،
1880,خدمات
1881,مهم
1882,دیگری
1883,همچون
1884,ثبت
1885,شر
1886,کت‌ها
1887,را
1888,انجام
1889,می‌دهیم.
1890,وی
1891,به
1892,اهمیت
1893,ثبت
1894,شر
1895,کت‌ها
1896,اشاره
1897,کرد
1898,و
1899,گفت:
1900,یک
1901,شر
1902,کت
1903,زمانی
1904,می‌تواند
1905,وجاهت
1906,قانونی
1907,پیدا
1908,کند
1909,که
1910,در
1911,ثبت
1912,اسناد
1913,به
1914,ثبت
1915,رسیده
1916,باشد
1917,و
1918,پس
1919,از
1920,آن
1921,وارد
1922,فضای
1923,کسب
1924,و
1925,کار
1926,می‌شود،
1927,بنابراین
1928,باتو
1929,جه
1930,به
1931,اهمیتی
1932,که
1933,شر
1934,کت‌ها
1935,در ارتقا
1936,رتبه
1937,فضای
1938,کسب
1939,و
1940,کار
1941,کشور
1942,در
1943,دنیا
1944,دارند،
1945,تلاش
1946,می‌
1947,کنیم
1948,تا
1949,در
1950,اسرع
1951,وقت
1952,اقدامات
1953,مربوط
1954,به
1955,ثبت
1956,آنها
1957,را
1958,انجام
1959,دهیم.
1960,معاون
1961,ثبت
1962,اسناد
1963,کشور
1964,در ادامه
1965,بابیان
1966,اینکه
1967,این
1968,سازمان
1969,پایگاه
1970,ثبت
1971,اطلاعات
1972,اشخاص
1973,حقوقی
1974,در
1975,کشور
1976,است،
1977,عنوان
1978,کرد:
1979,تاکنون
1980,در
1981,سازمان
1982,ثبت
1983,اسناد
1984,کشور
1985,دو
1986,میلیون
1987,و
1988,50
1989,هزار
1990,شناسنامه
1991,اشخاص
1992,حقوقی
1993,صادر
1994,و
1995,به
1996,ثبت
1997,رسیده
1998,است.
1999,وی
2000,همچنین
2001,به
2002,عملکرد
2003,سازمان
2004,ثبت
2005,اسناد
2006,کشور
2007,در
2008,اجراییات
2009,ثبت
2010,اشاره
2011,کرد
2012,و
2013,گفت:
2014,طبق
2015,قانون
2016,برنامه
2017,ششم
2018,توسعه
2019,وظیفه
2020,اجرای
2021,تمام
2022,اسناد
2023,رسمی
2024,لازم
2025,الاجرا
2026,از
2027,قبیل
2028,چک،
2029,مهریه
2030,و اسناد
2031,رهنی
2032,در
2033,سازمان
2034,ثبت
2035,اسناد
2036,انجام
2037,می‌
2038,گیرد
2039,که
2040,برای
2041,نمونه
2042,در
2043,سال
2044,1398
2045,مبلغ
2046,یازده
2047,هزار
2048,میلیارد
2049,تومان
2050,از
2051,معوقات
2052,بانک
2053,ها
2054,را
2055,توانستیم
2056,وصول
2057,کنیم.
2058,هادی
2059,چگنی
2060,اضافه
2061,کرد:
2062,وصول
2063,این
2064,رقم
2065,از
2066,مطالبات
2067,بانک
2068,ها
2069,نشان
2070,داد
2071,که
2072,سازمان
2073,ثبت
2074,اسناد
2075,می‌تواند
2076,به
2077,اقتصاد
2078,کشور
2079,کمک
2080,کند.
2081,وی
2082,در
2083,ادامه
2084,به
2085,بر
2086,خی
2087,اقدامات
2088,مر
2089,کز
2090,مالکیت
2091,معنوی
2092,این
2093,سازمان
2094,هم
2095,اشاره‌ای
2096,کرد
2097,و
2098,گفت:
2099,در این
2100,مر
2101,کز
2102,ثبت
2103,علائم
2104,تجاری
2105,اشخاص
2106,و
2107,صاحبان
2108,حرفه،
2109,ثبت
